inputs,targets
12/31/09,2009-12-31
saturday march 1 2014,2014-03-01
august 6 2020,2020-08-06
6/10/21,2021-06-10
sunday march 2 2008,2008-03-02
jun 30 2006,2006-06-30
tuesday 28 july 1981,1981-07-28
friday 30 january 2009,2009-01-30
9/15/84,1984-09-15
wednesday 27 august 1986,1986-08-27
30 september 2017,2017-09-30
july 30 1970,1970-07-30
11 oct 1998,1998-10-11
october 13 2000,2000-10-13
12 february 1982,1982-02-12
1 march 1995,1995-03-01
9/26/11,2011-09-26
thursday 8 january 1987,1987-01-08
mar 29 1981,1981-03-29
5 aug 2005,2005-08-05
september 25 1989,1989-09-25
4/11/72,1972-04-11
6/16/20,2020-06-16
1 apr 1972,1972-04-01
26 november 1977,1977-11-26
14 july 1973,1973-07-14
monday 23 march 1998,1998-03-23
26 june 2001,2001-06-26
tuesday 13 november 2001,2001-11-13
27/06/2017,2017-06-27
aug 9 1995,1995-08-09
wednesday 31 december 2004,2003-12-31
13/01/2001,2001-01-13
november 20 2016,2016-11-20
tuesday january 14 1975,1975-01-14
may 15 1986,1986-05-15
8/7/82,1982-08-07
apr 6 1990,1990-04-06
26/12/2015,2015-12-26
4 october 1982,1982-10-04
friday october 12 1990,1990-10-12
fri 17 feb 1984,1984-02-17
10 may 1996,1996-05-10
friday 6 december 1985,1985-12-06
sunday 24 june 1973,1973-06-24
7 may 1997,1997-05-07
jul 17 2021,2021-07-17
8/17/92,1992-08-17
saturday august 19 1989,1989-08-19
9/23/01,2001-09-23
20 oct 1981,1981-10-20
16/03/1970,1970-03-16
08/05/2021,2021-05-08
13 feb 2010,2010-02-13
11 jan 2001,2001-01-11
06/03/2007,2007-03-06
6/7/87,1987-06-07
mon 27 sep 2010,2010-09-27
5/22/98,1998-05-22
mar 9 2011,2011-03-09
04/03/1977,1977-03-04
27 apr 1997,1997-04-27
11/3/73,1973-11-03
29/04/1990,1990-04-29
3 apr 1984,1984-04-03
22 nov 1974,1974-11-22
25 august 2011,2011-08-25
22 april 2010,2010-04-22
wednesday november 4 2020,2020-11-04
thursday 7 may 1987,1987-05-07
9/6/15,2015-09-06
friday october 15 1982,1982-10-15
27 february 2009,2009-02-27
april 14 2003,2003-04-14
3 dec 1989,1989-12-03
4/29/07,2007-04-29
12/31/99,1999-12-31
2 february 2003,2003-02-02
28 september 1973,1973-09-28
tuesday 9 february 1982,1982-02-09
20/04/1993,1993-04-20
may 9 2012,2012-05-09
feb 3 1981,1981-02-03
fri 22 mar 2002,2002-03-22
15 nov 1972,1972-11-15
march 18 1981,1981-03-18
friday 26 january 2001,2001-01-26
aug 23 1987,1987-08-23
may 3 2009,2009-05-03
12/09/2009,2009-09-12
sunday 4 july 1999,1999-07-04
7/11/02,2002-07-11
jan 15 1985,1985-01-15
26/06/1993,1993-06-26
tuesday 13 june 1989,1989-06-13
friday january 5 1973,1973-01-05
sun 22 dec 1974,1974-12-22
27 nov 2000,2000-11-27
20/06/2022,2022-06-20
15 november 1999,1999-11-15
23/09/1992,1992-09-23
sat 19 sep 1992,1992-09-19
tuesday february 28 2006,2006-02-28
sat 11 jun 2016,2016-06-11
10/05/1991,1991-05-10
19 july 2014,2014-07-19
may 18 1976,1976-05-18
jan 22 2010,2010-01-22
tuesday may 9 1972,1972-05-09
august 10 1983,1983-08-10
september 20 1987,1987-09-20
18/08/2018,2018-08-18
december 25 1978,1978-12-25
feb 21 1994,1994-02-21
dec 3 1971,1971-12-03
7 nov 1994,1994-11-07
aug 18 1985,1985-08-18
22 april 1996,1996-04-22
thursday october 9 1980,1980-10-09
february 21 1970,1970-02-21
january 31 1984,1984-01-31
november 28 1973,1973-11-28
7 january 1983,1983-01-07
february 10 2016,2016-02-10
sunday june 3 1973,1973-06-03
feb 13 1997,1997-02-13
monday may 6 1996,1996-05-06
dec 6 1995,1995-12-06
friday 21 april 2006,2006-04-21
23 apr 1976,1976-04-23
saturday 27 august 1994,1994-08-27
14 dec 2013,2013-12-14
wednesday 9 november 1983,1983-11-09
25/10/1976,1976-10-25
mar 15 1991,1991-03-15
september 11 1996,1996-09-11
24 december 1991,1991-12-24
11 april 1972,1972-04-11
february 9 1976,1976-02-09
4/12/06,2006-04-12
6/20/87,1987-06-20
12 february 2004,2004-02-12
may 20 2022,2022-05-20
tuesday 26 august 1975,1975-08-26
sunday 8 february 1970,1970-02-08
sunday 9 april 2000,2000-04-09
friday 2 april 1982,1982-04-02
11/09/2016,2016-09-11
sunday august 16 1981,1981-08-16
saturday 22 march 1975,1975-03-22
september 20 1985,1985-09-20
2 september 2015,2015-09-02
saturday 23 november 2019,2019-11-23
fri 7 jul 2017,2017-07-07
05/07/1975,1975-07-05
9 apr 1987,1987-04-09
01/06/2022,2022-06-01
29 sep 2006,2006-09-29
24/03/1979,1979-03-24
24 february 1973,1973-02-24
tue 15 dec 1970,1970-12-15
thu 26 apr 2007,2007-04-26
9/23/81,1981-09-23
6 june 1996,1996-06-06
tue 14 jul 2015,2015-07-14
monday 11 may 2009,2009-05-11
28 dec 2020,2020-12-28
5 march 1986,1986-03-05
4 december 2018,2018-12-04
wednesday april 19 1995,1995-04-19
25/12/2014,2014-12-25
april 22 2009,2009-04-22
08/03/2010,2010-03-08
20 jul 2019,2019-07-20
apr 30 2021,2021-04-30
mon 28 mar 1994,1994-03-28
31/01/1980,1980-01-31
tuesday 25 may 1993,1993-05-25
05/03/2013,2013-03-05
saturday february 5 2011,2011-02-05
may 1 1999,1999-05-01
wednesday 24 january 2018,2018-01-24
8/20/06,2006-08-20
monday 23 september 2019,2019-09-23
21 nov 1985,1985-11-21
17/08/2021,2021-08-17
11/15/72,1972-11-15
29 march 2009,2009-03-29
29 february 2004,2004-02-29
17/02/1999,1999-02-17
tue 5 apr 2005,2005-04-05
saturday 13 may 1995,1995-05-13
05/05/2011,2011-05-05
feb 21 1988,1988-02-21
20/08/2019,2019-08-20
june 20 1979,1979-06-20
april 17 1991,1991-04-17
october 13 2002,2002-10-13
tue 28 mar 1989,1989-03-28
oct 3 1985,1985-10-03
12/17/72,1972-12-17
3/7/14,2014-03-07
may 6 1986,1986-05-06
thursday july 27 1989,1989-07-27
sunday may 20 2001,2001-05-20
24 jan 2000,2000-01-24
29 june 1980,1980-06-29
oct 5 1995,1995-10-05
1/5/17,2017-01-05
13/12/1992,1992-12-13
3/18/14,2014-03-18
7 feb 1984,1984-02-07
16 mar 1975,1975-03-16
sunday 21 march 1971,1971-03-21
27 sep 1972,1972-09-27
sunday 12 june 2022,2022-06-12
23/03/1993,1993-03-23
04/01/1982,1982-01-04
29/10/1987,1987-10-29
26/02/2012,2012-02-26
25 sep 1987,1987-09-25
nov 24 1997,1997-11-24
19 april 2005,2005-04-19
2/15/92,1992-02-15
oct 21 2018,2018-10-21
9/30/72,1972-09-30
wednesday october 25 1989,1989-10-25
february 15 1975,1975-02-15
tuesday 24 july 1979,1979-07-24
07/02/1988,1988-02-07
9/13/21,2021-09-13
30/04/1970,1970-04-30
dec 7 1995,1995-12-07
7/21/82,1982-07-21
thursday december 20 1984,1984-12-20
tuesday 31 december 1997,1996-12-31
thursday 1 may 1975,1975-05-01
tuesday 29 july 1986,1986-07-29
sun 2 feb 2020,2020-02-02
tuesday august 14 1990,1990-08-14
10 jul 2004,2004-07-10
9/9/21,2021-09-09
24 jan 1985,1985-01-24
september 1 2021,2021-09-01
saturday april 16 1977,1977-04-16
february 11 2009,2009-02-11
23 aug 1976,1976-08-23
sun 17 oct 2021,2021-10-17
july 3 2000,2000-07-03
sat 22 may 2004,2004-05-22
2/20/14,2014-02-20
20 aug 1985,1985-08-20
7 nov 1973,1973-11-07
23 may 1991,1991-05-23
thursday 12 december 2002,2002-12-12
tue 2 dec 1980,1980-12-02
thursday 8 january 2015,2015-01-08
aug 12 2000,2000-08-12
15 oct 1991,1991-10-15
fri 5 dec 1980,1980-12-05
tuesday august 17 1999,1999-08-17
april 6 2014,2014-04-06
wed 19 jan 1994,1994-01-19
27 october 2018,2018-10-27
6 aug 1979,1979-08-06
6/4/76,1976-06-04
april 10 2006,2006-04-10
26/03/2020,2020-03-26
13/03/1973,1973-03-13
november 24 2011,2011-11-24
july 26 2000,2000-07-26
june 11 2005,2005-06-11
may 11 1975,1975-05-11
18/06/2001,2001-06-18
26/01/1980,1980-01-26
wed 27 aug 1986,1986-08-27
thursday january 25 1990,1990-01-25
monday 30 january 2012,2012-01-30
jan 7 1990,1990-01-07
nov 15 1971,1971-11-15
4/20/07,2007-04-20
28 june 1972,1972-06-28
saturday 21 january 1995,1995-01-21
5/9/15,2015-05-09
friday november 15 2002,2002-11-15
07/10/1976,1976-10-07
18 feb 1994,1994-02-18
oct 18 1989,1989-10-18
06/04/2012,2012-04-06
11/20/07,2007-11-20
5/19/82,1982-05-19
7/4/02,2002-07-04
wednesday 22 september 2021,2021-09-22
sun 6 oct 1985,1985-10-06
23 september 1987,1987-09-23
3/25/09,2009-03-25
apr 9 2011,2011-04-09
4 november 2002,2002-11-04
31 january 2015,2015-01-31
wednesday may 6 1998,1998-05-06
14/02/1973,1973-02-14
3/30/17,2017-03-30
26/03/1995,1995-03-26
feb 19 2000,2000-02-19
saturday april 9 1977,1977-04-09
7 sep 1997,1997-09-07
june 17 1976,1976-06-17
5 september 1991,1991-09-05
mar 28 1989,1989-03-28
27 december 1993,1993-12-27
apr 8 2004,2004-04-08
8/27/12,2012-08-27
friday 17 march 2006,2006-03-17
tue 18 jan 2005,2005-01-18
may 25 1971,1971-05-25
1 april 1982,1982-04-01
1/10/79,1979-01-10
7 aug 1994,1994-08-07
22/04/2009,2009-04-22
sun 30 aug 2020,2020-08-30
sep 1 2005,2005-09-01
01/11/2002,2002-11-01
01/05/2001,2001-05-01
saturday april 12 1997,1997-04-12
aug 12 2019,2019-08-12
6/13/89,1989-06-13
wednesday 16 february 2011,2011-02-16
aug 3 2002,2002-08-03
12 jul 2015,2015-07-12
17 october 1979,1979-10-17
august 31 1992,1992-08-31
monday june 18 1973,1973-06-18
friday june 7 1985,1985-06-07
fri 24 mar 1989,1989-03-24
sun 26 jan 2014,2014-01-26
2 nov 2007,2007-11-02
friday 24 april 2009,2009-04-24
may 27 1973,1973-05-27
8 nov 2009,2009-11-08
sat 27 mar 1976,1976-03-27
15/09/1978,1978-09-15
20 feb 1975,1975-02-20
28 june 1977,1977-06-28
october 18 1992,1992-10-18
thu 24 feb 1983,1983-02-24
friday november 26 1976,1976-11-26
26 december 1994,1994-12-26
19/04/2021,2021-04-19
18 december 1986,1986-12-18
tuesday may 4 2004,2004-05-04
august 3 1989,1989-08-03
thursday 8 september 1994,1994-09-08
mar 8 2014,2014-03-08
july 11 1991,1991-07-11
wednesday 10 august 2005,2005-08-10
monday august 29 2011,2011-08-29
3 mar 1977,1977-03-03
6 jun 2009,2009-06-06
12/10/2006,2006-10-12
12/11/1995,1995-11-12
11 nov 2012,2012-11-11
7/14/14,2014-07-14
dec 29 1985,1985-12-29
6 may 1988,1988-05-06
tuesday 21 june 2016,2016-06-21
thursday 24 december 1992,1992-12-24
14 april 2021,2021-04-14
nov 19 2017,2017-11-19
10 jan 2006,2006-01-10
4/10/87,1987-04-10
january 3 2000,2000-01-03
may 13 1977,1977-05-13
thu 2 feb 1989,1989-02-02
tuesday 19 december 1989,1989-12-19
28/12/2013,2013-12-28
april 13 2003,2003-04-13
sun 30 sep 2001,2001-09-30
12/12/76,1976-12-12
mon 8 mar 1999,1999-03-08
4 aug 2010,2010-08-04
saturday 27 january 1996,1996-01-27
05/07/1972,1972-07-05
19 may 2002,2002-05-19
saturday january 13 2018,2018-01-13
thursday september 19 1996,1996-09-19
5/13/10,2010-05-13
27 jul 2000,2000-07-27
saturday 4 october 1980,1980-10-04
november 1 1977,1977-11-01
december 17 2020,2020-12-17
monday may 17 2010,2010-05-17
15 december 2009,2009-12-15
4/11/14,2014-04-11
dec 15 1998,1998-12-15
wednesday september 19 2012,2012-09-19
04/12/2006,2006-12-04
may 30 1998,1998-05-30
jun 25 1986,1986-06-25
27 june 1982,1982-06-27
tuesday 29 april 2003,2003-04-29
23 july 2014,2014-07-23
28 june 2008,2008-06-28
13 aug 1975,1975-08-13
11 august 2020,2020-08-11
1/5/88,1988-01-05
14 nov 1972,1972-11-14
6/9/03,2003-06-09
mar 12 2006,2006-03-12
13/08/1984,1984-08-13
5 april 1987,1987-04-05
may 31 1979,1979-05-31
april 24 1993,1993-04-24
7 june 1975,1975-06-07
august 4 2016,2016-08-04
august 2 1974,1974-08-02
nov 13 1992,1992-11-13
apr 22 1995,1995-04-22
11 december 2018,2018-12-11
wednesday may 24 2017,2017-05-24
fri 13 jan 2012,2012-01-13
apr 2 2002,2002-04-02
tuesday november 14 1972,1972-11-14
11/9/73,1973-11-09
monday 11 march 2002,2002-03-11
10/6/13,2013-10-06
12/10/06,2006-12-10
19 january 2001,2001-01-19
october 21 1991,1991-10-21
19 apr 2011,2011-04-19
10/9/85,1985-10-09
mon 29 nov 1971,1971-11-29
feb 9 2011,2011-02-09
jan 7 1976,1976-01-07
mon 11 jul 2005,2005-07-11
wednesday october 28 1970,1970-10-28
22 jun 1996,1996-06-22
7/30/02,2002-07-30
march 2 1974,1974-03-02
6 apr 2022,2022-04-06
27 jan 1990,1990-01-27
02/02/1976,1976-02-02
18 november 2007,2007-11-18
monday 3 september 1990,1990-09-03
10/2/91,1991-10-02
12/21/93,1993-12-21
july 18 2020,2020-07-18
sunday may 2 2004,2004-05-02
tuesday december 10 2019,2019-12-10
25 jul 1973,1973-07-25
6/6/10,2010-06-06
23 january 1984,1984-01-23
jul 30 1989,1989-07-30
sep 10 2004,2004-09-10
oct 18 1979,1979-10-18
monday 21 january 1991,1991-01-21
fri 1 oct 1976,1976-10-01
27 may 1972,1972-05-27
13 jul 1977,1977-07-13
20 may 2011,2011-05-20
tuesday 23 february 2016,2016-02-23
march 19 1985,1985-03-19
august 16 1984,1984-08-16
thu 24 jul 1986,1986-07-24
26 sep 2012,2012-09-26
jun 25 1989,1989-06-25
thursday 27 april 2006,2006-04-27
26/10/1970,1970-10-26
dec 30 2019,2019-12-30
tuesday 25 march 2014,2014-03-25
march 21 2019,2019-03-21
mon 14 mar 1994,1994-03-14
jun 23 1971,1971-06-23
17/09/2020,2020-09-17
8/10/73,1973-08-10
07/11/1985,1985-11-07
jul 8 1978,1978-07-08
sat 1 may 2021,2021-05-01
7/11/00,2000-07-11
mon 29 mar 1999,1999-03-29
sep 12 2007,2007-09-12
dec 12 1973,1973-12-12
fri 9 dec 2016,2016-12-09
saturday 29 july 1995,1995-07-29
5/30/85,1985-05-30
11/08/1970,1970-08-11
june 13 1998,1998-06-13
13 jun 2003,2003-06-13
thursday 16 february 1978,1978-02-16
mar 7 1989,1989-03-07
sep 18 2005,2005-09-18
18 jan 1988,1988-01-18
tuesday 15 september 2020,2020-09-15
2 january 1971,1972-01-02
4 aug 1972,1972-08-04
tue 5 jul 2005,2005-07-05
wednesday june 24 2009,2009-06-24
10/10/13,2013-10-10
14/10/2011,2011-10-14
sat 21 apr 1979,1979-04-21
19 may 2000,2000-05-19
12 aug 2009,2009-08-12
tue 3 dec 1996,1996-12-03
17/02/1994,1994-02-17
9/3/12,2012-09-03
06/03/1990,1990-03-06
april 4 2011,2011-04-04
thu 21 aug 1980,1980-08-21
sat 18 oct 1975,1975-10-18
2 oct 1979,1979-10-02
may 7 1987,1987-05-07
31 may 1997,1997-05-31
12/7/75,1975-12-07
july 30 1980,1980-07-30
monday may 25 1992,1992-05-25
27 february 2022,2022-02-27
apr 10 1978,1978-04-10
may 23 2019,2019-05-23
june 29 2022,2022-06-29
sat 9 nov 1985,1985-11-09
monday 17 august 1981,1981-08-17
7/14/83,1983-07-14
4 december 1970,1970-12-04
aug 19 1982,1982-08-19
1/9/87,1987-01-09
18/12/1989,1989-12-18
23/06/2018,2018-06-23
sat 18 jun 1977,1977-06-18
saturday july 11 1992,1992-07-11
monday 6 april 1970,1970-04-06
10 apr 2022,2022-04-10
6 jan 2001,2001-01-06
28/01/2016,2016-01-28
tue 18 jun 2002,2002-06-18
wednesday 23 march 1983,1983-03-23
sun 6 oct 2019,2019-10-06
friday 24 november 2017,2017-11-24
saturday august 14 1982,1982-08-14
sat 24 aug 1974,1974-08-24
thursday august 16 2012,2012-08-16
sunday 14 september 2003,2003-09-14
thursday 8 november 1990,1990-11-08
monday 6 april 1992,1992-04-06
5 dec 2004,2004-12-05
11/3/84,1984-11-03
sunday march 2 2008,2008-03-02
8/26/18,2018-08-26
saturday january 25 1992,1992-01-25
thursday october 9 1997,1997-10-09
march 11 2017,2017-03-11
feb 14 1997,1997-02-14
friday april 20 2007,2007-04-20
wednesday 2 march 1988,1988-03-02
3/3/01,2001-03-03
26/11/2010,2010-11-26
may 7 2011,2011-05-07
25 february 2017,2017-02-25
12/23/14,2014-12-23
wednesday 16 august 1972,1972-08-16
tuesday 5 april 2005,2005-04-05
december 14 1972,1972-12-14
7/17/03,2003-07-17
9/21/12,2012-09-21
15 feb 2014,2014-02-15
10 sep 1981,1981-09-10
20/06/2012,2012-06-20
monday november 2 1970,1970-11-02
13 july 1988,1988-07-13
20 oct 2000,2000-10-20
31 october 2013,2013-10-31
17 may 1990,1990-05-17
8/27/83,1983-08-27
5/20/85,1985-05-20
monday december 21 1981,1981-12-21
18/01/1970,1970-01-18
saturday 14 august 2010,2010-08-14
28 feb 2010,2010-02-28
17/09/2003,2003-09-17
21/03/2022,2022-03-21
18/01/1992,1992-01-18
30 may 1985,1985-05-30
wed 27 nov 1996,1996-11-27
4/5/12,2012-04-05
monday december 20 1971,1971-12-20
tue 6 aug 1985,1985-08-06
sunday 31 january 1999,1999-01-31
mon 4 nov 1985,1985-11-04
tuesday 11 december 1984,1984-12-11
june 6 2019,2019-06-06
tuesday december 22 1987,1987-12-22
sunday may 7 1978,1978-05-07
august 17 2009,2009-08-17
tuesday february 18 2014,2014-02-18
27/08/2008,2008-08-27
july 30 1977,1977-07-30
2 june 1984,1984-06-02
thursday 6 december 1973,1973-12-06
monday june 15 1970,1970-06-15
2 mar 2012,2012-03-02
tuesday 15 november 2011,2011-11-15
jan 9 1992,1992-01-09
24 dec 1992,1992-12-24
22 feb 1987,1987-02-22
5 dec 1972,1972-12-05
17 november 1990,1990-11-17
07/12/1986,1986-12-07
dec 13 2014,2014-12-13
25/03/2007,2007-03-25
wednesday july 9 1975,1975-07-09
6/27/79,1979-06-27
january 6 1990,1990-01-06
sun 5 jun 1983,1983-06-05
sunday 12 july 1987,1987-07-12
thu 27 jan 1994,1994-01-27
2/6/18,2018-02-06
jan 9 2009,2009-01-09
19 march 1998,1998-03-19
5/24/04,2004-05-24
5/23/97,1997-05-23
mar 5 1991,1991-03-05
8/8/07,2007-08-08
11/14/78,1978-11-14
june 11 2018,2018-06-11
thursday 19 june 2008,2008-06-19
wednesday 21 march 2018,2018-03-21
2/8/89,1989-02-08
5 june 2015,2015-06-05
8/23/13,2013-08-23
1/22/06,2006-01-22
25 mar 1988,1988-03-25
april 8 1982,1982-04-08
10/17/05,2005-10-17
10/09/1979,1979-09-10
dec 21 2001,2001-12-21
mon 14 sep 1998,1998-09-14
thu 20 feb 1975,1975-02-20
sunday 23 september 2007,2007-09-23
24/07/1973,1973-07-24
11 april 1986,1986-04-11
8/29/80,1980-08-29
tuesday may 29 2012,2012-05-29
15 march 2011,2011-03-15
oct 2 2006,2006-10-02
feb 9 2015,2015-02-09
wednesday february 6 1985,1985-02-06
23 nov 2008,2008-11-23
4/19/86,1986-04-19
jul 12 1993,1993-07-12
13/10/2017,2017-10-13
jul 4 2022,2022-07-04
jun 24 1982,1982-06-24
11 aug 1991,1991-08-11
monday 6 january 1986,1986-01-06
dec 2 1972,1972-12-02
apr 16 1978,1978-04-16
4 november 2001,2001-11-04
3/6/80,1980-03-06
apr 24 2017,2017-04-24
5/24/83,1983-05-24
monday 16 august 1976,1976-08-16
3 may 2005,2005-05-03
october 9 2020,2020-10-09
jul 27 2015,2015-07-27
sat 24 jun 1995,1995-06-24
mon 10 aug 1981,1981-08-10
monday october 26 1981,1981-10-26
friday april 13 2007,2007-04-13
6/17/22,2022-06-17
20 november 2004,2004-11-20
tuesday november 16 1993,1993-11-16
12/22/71,1971-12-22
wednesday june 29 1994,1994-06-29
1/12/88,1988-01-12
april 13 2003,2003-04-13
26 may 1988,1988-05-26
12/08/2009,2009-08-12
5/7/03,2003-05-07
november 7 1994,1994-11-07
thursday may 3 2012,2012-05-03
fri 7 apr 1995,1995-04-07
mon 4 sep 1989,1989-09-04
wednesday 21 march 1990,1990-03-21
sun 16 feb 2020,2020-02-16
thursday 18 december 2003,2003-12-18
07/07/1996,1996-07-07
sunday 26 september 1971,1971-09-26
fri 11 feb 1983,1983-02-11
sat 26 sep 1970,1970-09-26
28/11/2004,2004-11-28
9/30/92,1992-09-30
wednesday 15 may 1991,1991-05-15
jan 1 1994,1994-01-01
9/10/90,1990-09-10
saturday february 6 2016,2016-02-06
dec 7 2002,2002-12-07
22 oct 2015,2015-10-22
3/5/83,1983-03-05
thursday june 24 2010,2010-06-24
monday july 4 1983,1983-07-04
28 oct 2019,2019-10-28
21 may 1979,1979-05-21
monday 4 january 2021,2021-01-04
monday june 7 2021,2021-06-07
3/29/88,1988-03-29
24 nov 2001,2001-11-24
apr 19 2009,2009-04-19
29 oct 2018,2018-10-29
mon 29 may 1972,1972-05-29
sunday 29 july 2018,2018-07-29
3 apr 1983,1983-04-03
feb 23 2007,2007-02-23
jul 19 1979,1979-07-19
sunday 11 july 1993,1993-07-11
3/22/99,1999-03-22
3 may 1996,1996-05-03
thu 12 jun 2014,2014-06-12
thu 20 nov 1997,1997-11-20
07/12/1993,1993-12-07
wednesday 30 november 2016,2016-11-30
28 jul 1984,1984-07-28
friday january 30 2015,2015-01-30
mon 26 jun 1972,1972-06-26
saturday 22 august 1981,1981-08-22
wed 18 oct 2006,2006-10-18
5 february 1993,1993-02-05
monday july 28 2008,2008-07-28
oct 27 2012,2012-10-27
september 28 1977,1977-09-28
thursday 10 march 1988,1988-03-10
5 march 1982,1982-03-05
01/08/2007,2007-08-01
oct 3 1988,1988-10-03
feb 27 1972,1972-02-27
1/27/09,2009-01-27
sep 6 2000,2000-09-06
november 28 1993,1993-11-28
monday august 20 2012,2012-08-20
11 apr 1993,1993-04-11
tue 9 feb 1999,1999-02-09
5/8/05,2005-05-08
2/24/16,2016-02-24
12 dec 2004,2004-12-12
12/18/01,2001-12-18
january 1 2017,2017-01-01
tuesday january 22 1974,1974-01-22
sun 16 sep 2007,2007-09-16
mon 15 aug 2005,2005-08-15
june 28 1983,1983-06-28
june 1 1971,1971-06-01
28 dec 1972,1972-12-28
friday 9 december 1988,1988-12-09
tuesday 10 july 1990,1990-07-10
17 nov 1977,1977-11-17
19/01/1990,1990-01-19
3 september 1994,1994-09-03
sunday april 22 1979,1979-04-22
thursday 14 june 2007,2007-06-14
jan 12 1987,1987-01-12
18/09/1988,1988-09-18
february 8 1971,1971-02-08
8/21/87,1987-08-21
11/16/74,1974-11-16
jul 17 2013,2013-07-17
tuesday 26 may 1970,1970-05-26
saturday july 13 1996,1996-07-13
april 9 2013,2013-04-09
september 25 1995,1995-09-25
3 july 1982,1982-07-03
jul 4 2013,2013-07-04
09/04/2013,2013-04-09
28/01/1990,1990-01-28
monday 11 august 1986,1986-08-11
8/29/78,1978-08-29
june 5 1983,1983-06-05
fri 26 dec 2014,2014-12-26
28 may 2010,2010-05-28
tuesday 16 january 1979,1979-01-16
friday 31 may 2002,2002-05-31
thursday 9 october 2008,2008-10-09
sat 23 apr 1994,1994-04-23
wednesday august 18 1993,1993-08-18
thu 3 aug 1978,1978-08-03
11/21/77,1977-11-21
thu 3 jun 1982,1982-06-03
thursday 19 august 1982,1982-08-19
5/29/10,2010-05-29
october 21 2017,2017-10-21
1/9/78,1978-01-09
22 september 1971,1971-09-22
friday september 19 1997,1997-09-19
15 august 1997,1997-08-15
sunday 2 june 1991,1991-06-02
10/27/96,1996-10-27
16 august 2015,2015-08-16
31 may 1972,1972-05-31
saturday july 15 2017,2017-07-15
24/04/1971,1971-04-24
21 oct 1988,1988-10-21
monday august 1 1994,1994-08-01
fri 12 mar 2021,2021-03-12
4 december 1982,1982-12-04
wed 10 jul 1974,1974-07-10
friday november 8 1991,1991-11-08
sunday may 10 1970,1970-05-10
4/1/07,2007-04-01
dec 15 1992,1992-12-15
05/05/2003,2003-05-05
mon 31 mar 1975,1975-03-31
08/05/2007,2007-05-08
02/04/1983,1983-04-02
sunday 13 october 1991,1991-10-13
27/01/2008,2008-01-27
january 6 2001,2001-01-06
wednesday 6 september 1978,1978-09-06
sep 4 1990,1990-09-04
14 november 1998,1998-11-14
13/02/2003,2003-02-13
thu 28 jan 1971,1971-01-28
aug 3 2011,2011-08-03
16 nov 1982,1982-11-16
sunday april 5 1981,1981-04-05
11/20/00,2000-11-20
24 jan 1997,1997-01-24
24 apr 1976,1976-04-24
11/01/1986,1986-01-11
01/02/1976,1976-02-01
friday 12 may 1995,1995-05-12
january 14 2022,2022-01-14
29 mar 1980,1980-03-29
december 25 2014,2014-12-25
28 mar 1978,1978-03-28
aug 20 1981,1981-08-20
